Branch_Name,Region,Month,Employees,Total_Customers,Product_Type,Revenue,Expenses,Profit,Customer_Satisfaction
Branch_10,East,11-03-2023,21,7020,Credit Cards,2059057.23,1805118.46,253938.77,78.09
Branch_10,East,11-01-2023,95,2073,Deposits,4835258.71,1838881.23,2996377.48,80.96
Branch_12,Central,04-05-2024,77,5585,Insurance,1663881.24,757642.1,906239.14,66.9
Branch_2,West,18-04-2023,104,6073,Insurance,3121176.3,2708743.13,412433.17,97.15
Branch_8,East,17-06-2024,76,7290,Loans,950041.35,843269.02,106772.33,84.72
Branch_16,North,12-03-2023,41,6063,Insurance,917132.3,3051377.29,-2134244.99,92.44
Branch_2,Central,16-07-2023,23,3270,Insurance,3325813.45,2840496.15,485317.3,63.18
Branch_17,West,25-09-2023,84,6547,Investments,4776174.32,1865294.71,2910879.61,70.33
Branch_14,East,01-10-2023,91,4747,Loans,1756548.06,3912292.91,-2155744.85,81.54
Branch_9,South,10-08-2024,111,2067,Loans,4376532.21,761280.53,3615251.68,94.36
Branch_16,South,24-01-2024,86,2260,Credit Cards,2049928.39,1879252.26,170676.13,88.09
Branch_20,East,09-03-2024,33,1794,Deposits,4655309.65,2036351.55,2618958.1,68.33
Branch_20,Central,17-07-2024,19,5389,Deposits,935253.73,2965900.65,-2030646.92,84.12
Branch_20,South,25-06-2024,112,6064,Loans,2178995.35,1984377.17,194618.18,99.85
Branch_17,South,20-06-2024,102,4436,Investments,2622932.33,2124216,498716.33,80.12
Branch_11,South,28-02-2023,110,1752,Loans,2100643.13,579328.58,1521314.55,87.81
Branch_4,West,17-12-2023,86,6237,Insurance,899596.24,2865833.18,-1966236.94,74.63
Branch_12,North,23-04-2024,94,1588,Deposits,4708431.56,1551050.06,3157381.5,89.38
Branch_3,Central,29-12-2023,99,3021,Investments,4113875.31,132429.47,3981445.84,94.02
Branch_17,South,14-03-2023,115,5768,Credit Cards,3745859.83,2347928.48,1397931.35,98.94
Branch_18,West,09-10-2023,81,6280,Investments,509303.87,705837.46,-196533.59,64.18
Branch_3,South,31-01-2024,119,4020,Loans,1747071.47,896192.84,850878.63,84.55
Branch_10,North,22-07-2024,112,5589,Loans,1638477.56,3705797.74,-2067320.18,62.13
Branch_14,North,13-07-2024,42,7563,Insurance,865476.82,1848287.62,-982810.8,82.92
Branch_1,West,05-08-2024,82,2420,Credit Cards,3312928.79,246007.2,3066921.59,87.39
Branch_15,West,28-06-2024,34,3678,Deposits,1743293.93,3214385.58,-1471091.65,60.52
Branch_14,West,24-10-2023,22,5268,Investments,1093182.87,3377506.19,-2284323.32,67.37
Branch_2,North,02-01-2024,56,3015,Credit Cards,950904.2,451090.79,499813.41,66.82
Branch_4,West,18-12-2023,115,2011,Insurance,2075148.09,3472309.76,-1397161.67,96.49
Branch_17,Central,11-06-2023,41,1086,Deposits,1479195.78,1894717.4,-415521.62,83.05
Branch_2,West,17-03-2024,21,3702,Insurance,3219738.85,2757466.03,462272.82,64.15
Branch_10,Central,22-06-2023,89,617,Credit Cards,2238044.38,627841.57,1610202.81,94.38
Branch_11,South,29-05-2023,98,6672,Insurance,4230636.42,2538412.09,1692224.33,96.41
Branch_17,East,16-07-2024,101,5574,Deposits,3085242.51,2059953.28,1025289.23,94.64
Branch_20,Central,10-04-2024,61,1327,Credit Cards,4203635.89,3814464.98,389170.91,94.35
Branch_12,East,04-05-2024,67,2395,Loans,3404608.66,2798134.88,606473.78,91.84
Branch_14,East,04-01-2023,25,1509,Investments,2688654.01,2586174.28,102479.73,65.07
Branch_1,North,24-05-2024,15,6391,Credit Cards,4518071.01,3494190.88,1023880.13,69.39
Branch_6,North,24-03-2024,86,1289,Investments,2049192.24,612094.35,1437097.89,61.23
Branch_15,South,15-04-2024,33,3177,Insurance,4335469.4,597108.12,3738361.28,60.34
Branch_20,West,18-02-2023,102,4576,Investments,4179748.11,1298231.8,2881516.31,62.18
Branch_12,North,19-06-2023,78,4793,Loans,4051800.32,1949689.57,2102110.75,84.08
Branch_10,Central,16-08-2024,68,5178,Investments,3139068.36,3791517.89,-652449.53,84.75
Branch_13,East,17-12-2023,56,4180,Insurance,2806948.21,2790461.94,16486.27,88.61
Branch_5,Central,01-04-2023,47,4582,Insurance,608910.69,3634130.88,-3025220.19,89.52
Branch_6,South,02-05-2024,58,851,Investments,4912808.48,3586000.3,1326808.18,92.53
Branch_2,West,24-10-2023,48,4329,Insurance,1825087.8,2017948.14,-192860.34,92.69
Branch_5,North,02-11-2023,17,5100,Credit Cards,4024863.53,3830867.64,193995.89,81.07
Branch_10,West,05-02-2023,41,1576,Investments,4102440.3,2555503.44,1546936.86,78.29
Branch_4,South,15-10-2023,57,696,Investments,3194171.39,1102155.75,2092015.64,89.44
Branch_5,West,13-12-2023,52,5549,Deposits,2381362.19,3846580.83,-1465218.64,86.88
Branch_20,South,29-12-2023,66,6046,Insurance,3875128.09,596833.78,3278294.31,78.06
Branch_11,South,20-05-2023,41,1049,Investments,556415.37,463451.35,92964.02,98.98
Branch_3,West,19-02-2023,33,3461,Investments,1698647.04,3126659.29,-1428012.25,70.16
Branch_20,East,23-07-2024,49,3310,Investments,3223678.44,2908114.58,315563.86,85.73
Branch_15,South,23-01-2023,68,4097,Insurance,2134406.18,1962336.97,172069.21,69.71
Branch_20,South,21-02-2024,112,4202,Loans,4929890.75,2969965.61,1959925.14,85.22
Branch_1,Central,14-03-2024,19,2828,Deposits,4782374.36,3950897.3,831477.06,81.97
Branch_8,West,03-04-2024,41,6238,Credit Cards,2160665.19,1105792.7,1054872.49,91.36
Branch_16,North,28-04-2024,50,1399,Insurance,995013.67,537872.46,457141.21,63.86
Branch_13,West,16-02-2023,48,571,Deposits,591580.72,847474.85,-255894.13,87.66
Branch_4,North,18-02-2023,57,4519,Investments,2902350.4,3054497.25,-152146.85,89.14
Branch_12,East,15-02-2023,36,6601,Deposits,1374820.17,399874.91,974945.26,85.41
Branch_13,West,31-10-2023,97,2143,Loans,2656298.93,166239.4,2490059.53,70.92
Branch_1,South,04-03-2023,113,4193,Insurance,4833092.86,1981890.13,2851202.73,76.8
Branch_12,South,18-10-2023,22,5238,Insurance,1728936.8,1000184.97,728751.83,75.63
Branch_19,South,24-01-2023,98,3115,Investments,4884798.45,3255304.1,1629494.35,82.24
Branch_19,South,13-03-2023,55,1042,Credit Cards,969476.99,3347237.91,-2377760.92,74.56
Branch_16,South,14-05-2023,39,1909,Investments,4821407.06,2148089.11,2673317.95,81.27
Branch_16,South,11-09-2023,16,6944,Investments,2116221.42,276706.66,1839514.76,72.17
Branch_11,South,23-04-2024,85,6902,Deposits,1736334.34,2876293.41,-1139959.07,81.39
Branch_15,South,22-02-2023,59,5657,Deposits,4820129.7,1255674.77,3564454.93,68.45
Branch_19,South,06-10-2023,67,1758,Investments,3584157.8,3158944.17,425213.63,96.65
Branch_9,South,04-08-2024,50,2708,Deposits,754833.12,3279368.37,-2524535.25,71.48
Branch_15,West,26-04-2023,90,581,Loans,1636640.98,263871.48,1372769.5,63.99
Branch_16,East,04-03-2024,53,1650,Insurance,3194147.06,2591296.97,602850.09,96.78
Branch_1,South,24-07-2023,38,2304,Deposits,987123.93,2551302.05,-1564178.12,86.02
Branch_20,Central,10-06-2024,117,6863,Insurance,4222565.98,308834.47,3913731.51,95.33
Branch_2,South,22-03-2023,97,5409,Insurance,543414.5,1277146.9,-733732.4,87.37
Branch_20,South,14-06-2023,85,772,Credit Cards,2275493.8,1216188.1,1059305.7,97.16
Branch_18,East,24-10-2023,29,7756,Insurance,4878753.01,262252.55,4616500.46,92
Branch_13,North,04-12-2023,100,1747,Insurance,4672547.92,2561117.91,2111430.01,76.27
Branch_15,North,21-05-2023,69,5078,Deposits,3065796.73,3333190.72,-267393.99,63.41
Branch_15,South,23-01-2023,90,4889,Deposits,1846105.64,3467484.3,-1621378.66,80.87
Branch_12,North,06-05-2024,16,638,Investments,816629.89,1525524.65,-708894.76,63.64
Branch_12,Central,29-08-2023,29,3385,Loans,782763.53,1794968.9,-1012205.37,69.58
Branch_4,West,05-05-2023,44,1249,Credit Cards,3988423.26,614072.47,3374350.79,68.11
Branch_5,South,01-07-2023,21,7813,Credit Cards,4141059.08,3736786.93,404272.15,81.08
Branch_7,North,21-04-2024,15,3546,Loans,3377676.08,1972839.39,1404836.69,69.96
Branch_14,West,05-04-2024,101,3129,Deposits,4722991.78,3480154.79,1242836.99,73.35
Branch_8,South,01-05-2024,100,1799,Loans,4693847.86,2998344.08,1695503.78,98.76
Branch_13,East,13-11-2023,105,2215,Loans,2951445.55,3854516.94,-903071.39,93.01
Branch_7,North,19-08-2024,37,2944,Insurance,4612029.52,2134590.8,2477438.72,92.25
Branch_1,North,06-08-2023,58,1135,Insurance,3918880.45,919407.06,2999473.39,91.32
Branch_2,East,22-01-2023,95,7918,Credit Cards,2538598.66,3472012.36,-933413.7,63.45
Branch_9,Central,26-02-2024,83,3552,Investments,1016709.68,3066724.63,-2050014.95,98.05
Branch_18,Central,02-07-2024,29,7192,Deposits,4082184.76,586122.38,3496062.38,79.62
Branch_2,North,20-10-2023,36,5494,Deposits,1806310.5,2681632.99,-875322.49,75.06
Branch_5,Central,03-05-2023,56,3927,Loans,4357405.74,2167593.24,2189812.5,89.2
Branch_15,Central,13-10-2023,42,5909,Insurance,1468475.19,1888313.34,-419838.15,61.93
Branch_15,North,13-05-2024,85,3572,Loans,3644849.75,2696440.78,948408.97,72.34
Branch_20,North,10-12-2023,34,1449,Deposits,2087357.38,280924.32,1806433.06,88.62
Branch_12,East,10-05-2023,112,6904,Deposits,1844313.13,3301106.92,-1456793.79,86.23
Branch_7,West,14-05-2023,105,4950,Credit Cards,4000677.27,3089843.13,910834.14,67.81
Branch_4,North,22-10-2023,76,6811,Credit Cards,601231.58,1784584.45,-1183352.87,67.98
Branch_3,East,03-02-2023,33,3511,Loans,3898377.08,2561670.18,1336706.9,63.8
Branch_19,North,24-04-2023,79,1218,Loans,2015086.52,2287804.18,-272717.66,74.52
Branch_7,Central,30-07-2024,28,2739,Credit Cards,2098292.11,2441290.41,-342998.3,61.09
Branch_9,North,28-03-2023,66,3189,Deposits,2072276.99,3075131.79,-1002854.8,83.23
Branch_17,South,09-06-2023,69,6002,Loans,4621510.86,3087929.12,1533581.74,69.78
Branch_10,East,20-08-2023,85,1014,Deposits,1277654.54,3338759.61,-2061105.07,80.7
Branch_7,West,11-06-2024,111,559,Insurance,2600821.46,2912349.35,-311527.89,71.5
Branch_17,West,17-08-2024,18,6188,Insurance,3063986.99,1459930.8,1604056.19,87.48
Branch_2,West,18-06-2023,37,506,Insurance,3084803.32,3568293.81,-483490.49,69.64
Branch_19,North,01-06-2024,28,3174,Insurance,844357.09,2976277.19,-2131920.1,72.22
Branch_6,West,06-07-2023,42,7856,Loans,2155040.05,530642.49,1624397.56,74.71
Branch_12,Central,08-04-2024,15,5065,Investments,1055694.81,3298593.5,-2242898.69,77.15
Branch_15,Central,28-08-2023,119,3974,Deposits,4348640.53,2550420.26,1798220.27,94.39
Branch_8,East,18-04-2024,89,4102,Credit Cards,3985360,1323395.17,2661964.83,83.42
Branch_5,Central,21-09-2023,69,6023,Insurance,761146.76,2837208.28,-2076061.52,86.08
Branch_10,North,23-10-2023,34,2247,Investments,839004.04,3112031.85,-2273027.81,75.63
Branch_6,West,03-04-2024,45,4849,Investments,2800333.85,932522.01,1867811.84,78.95
Branch_12,South,02-01-2023,82,2845,Investments,4536846.77,1478426.09,3058420.68,89.04
Branch_18,Central,27-05-2024,20,1153,Deposits,948117.24,570660.63,377456.61,94.81
Branch_6,Central,20-01-2023,76,4858,Deposits,3881306.05,1757284.44,2124021.61,99.19
Branch_3,West,02-04-2023,83,1809,Deposits,3236918.79,1936904.73,1300014.06,61.29
Branch_6,East,09-11-2023,111,7856,Loans,1844124.57,604052.8,1240071.77,95.35
Branch_5,East,20-05-2023,84,6023,Deposits,3599349.87,1158588.65,2440761.22,90.77
Branch_1,North,23-01-2024,26,7913,Deposits,1624903.91,2082009.81,-457105.9,79.67
Branch_14,East,08-08-2023,28,3722,Credit Cards,4385101.32,838541.26,3546560.06,84.51
Branch_6,North,30-08-2023,21,5662,Deposits,3004873.43,1600652.45,1404220.98,70.94
Branch_6,West,03-01-2024,35,7857,Credit Cards,2503027.75,1101197.05,1401830.7,78.71
Branch_8,Central,13-12-2023,62,3908,Loans,3214262.44,1544891.4,1669371.04,78.56
Branch_4,East,07-01-2024,46,4832,Insurance,3097972.83,3236561.39,-138588.56,87.42
Branch_6,North,07-03-2023,45,3669,Insurance,1300559.05,3891837.59,-2591278.54,63.17
Branch_17,North,26-08-2023,85,3077,Loans,4978799.25,2292204.68,2686594.57,78.26
Branch_8,East,29-06-2024,39,1128,Deposits,535575.23,2834183.08,-2298607.85,84.92
Branch_13,East,08-08-2024,109,7994,Deposits,1055028.13,3234306.59,-2179278.46,94.09
Branch_7,West,18-10-2023,46,7634,Loans,3868441.88,436920.17,3431521.71,65.68
Branch_4,East,31-08-2023,47,1163,Loans,3464911.13,1503162.04,1961749.09,78.43
Branch_13,North,19-04-2024,106,6587,Insurance,971435.22,949596.3,21838.92,83.43
Branch_3,North,09-01-2024,75,2826,Loans,2710197.05,3554577.75,-844380.7,73.54
Branch_10,Central,03-02-2024,32,4479,Deposits,1945727.99,3793044.39,-1847316.4,73.55
Branch_12,East,23-03-2023,111,6095,Investments,3085081.89,3576257.49,-491175.6,94.15
Branch_6,East,18-01-2023,92,1023,Insurance,4472427.68,2920567.14,1551860.54,87.9
Branch_15,South,23-07-2023,113,4298,Credit Cards,4734889.31,3520574.92,1214314.39,60.69
Branch_14,Central,20-07-2024,109,5903,Deposits,1428787.13,1773589.92,-344802.79,94.82
Branch_20,West,02-01-2023,86,5497,Investments,1445013.84,2595619.42,-1150605.58,93.37
Branch_15,West,03-03-2023,118,5095,Loans,4572953.67,894978.15,3677975.52,71.6
Branch_6,South,24-06-2024,43,624,Deposits,2092217.2,184390.07,1907827.13,93.88
Branch_1,North,11-06-2024,88,690,Credit Cards,3558017.15,2656162.63,901854.52,67.19
Branch_10,North,10-07-2023,74,1474,Deposits,585437.36,3252649.17,-2667211.81,84.99
Branch_11,East,01-06-2024,59,7432,Credit Cards,2843766.32,785204.56,2058561.76,62.42
Branch_11,North,23-10-2023,119,2313,Deposits,1845655.02,458184.02,1387471,71.13
Branch_4,North,14-11-2023,47,1657,Credit Cards,783504.67,2941341.5,-2157836.83,61.92
Branch_13,South,02-02-2024,42,7527,Insurance,1098034.58,487557.87,610476.71,62.94
Branch_13,Central,26-07-2024,116,3619,Deposits,3675119.6,3198417.77,476701.83,65.87
Branch_2,Central,13-02-2023,57,7936,Insurance,2696850.89,3288752.9,-591902.01,95.76
Branch_1,Central,21-11-2023,110,2213,Loans,4256913.23,678443.85,3578469.38,99.14
Branch_13,South,22-03-2024,108,2432,Investments,3234576.61,291652.24,2942924.37,81.68
Branch_15,West,11-04-2024,97,3525,Insurance,1656958.86,1630887.05,26071.81,96.77
Branch_5,East,01-03-2023,67,642,Deposits,2567937.03,1039834.08,1528102.95,62.92
Branch_19,South,11-05-2023,115,7351,Credit Cards,2852820.26,2747652.29,105167.97,76.89
Branch_9,East,20-01-2024,30,6898,Investments,1909745.34,1792926.59,116818.75,71.78
Branch_10,East,04-12-2023,101,7704,Investments,3465736.2,874535.51,2591200.69,92.93
Branch_16,West,21-07-2024,40,1923,Investments,4834324.19,3826892.61,1007431.58,91.51
Branch_1,West,08-03-2024,55,5900,Insurance,4685171.97,3342689.61,1342482.36,85.03
Branch_4,North,14-03-2023,44,2023,Deposits,3263280.21,852394.18,2410886.03,64.72
Branch_1,North,22-01-2024,41,4211,Loans,1255075.25,858128.66,396946.59,79.33
Branch_16,Central,26-05-2024,29,7779,Investments,3438890.21,3026794.19,412096.02,61.49
Branch_19,West,14-09-2023,106,2231,Deposits,1665609.21,3601702.12,-1936092.91,84.42
Branch_12,West,20-03-2023,116,6041,Credit Cards,3275288.45,2512772.21,762516.24,66.4
Branch_11,Central,06-10-2023,78,7353,Credit Cards,1340709.02,993967.32,346741.7,83.95
Branch_2,Central,03-03-2023,65,6209,Investments,975635.12,3861746.49,-2886111.37,78.29
Branch_5,South,18-03-2024,110,3876,Deposits,4494081.5,3401359.96,1092721.54,60.59
Branch_2,North,01-07-2024,107,6918,Deposits,919303,2793276.19,-1873973.19,71.72
Branch_5,West,27-04-2024,114,3756,Credit Cards,1860721.32,2705517.93,-844796.61,89.83
Branch_17,South,05-02-2023,107,6355,Deposits,4480271.48,2690449.48,1789822,98.93
Branch_12,East,24-02-2023,20,5733,Credit Cards,1185260.49,2040184.4,-854923.91,69.72
Branch_12,North,24-01-2024,119,2899,Credit Cards,4786700.75,1496660.09,3290040.66,98.44
Branch_18,East,15-05-2024,105,4718,Loans,4356323.26,2673189.99,1683133.27,73.87
Branch_1,East,13-07-2024,109,2420,Deposits,3818829.26,3188487.43,630341.83,98.82
Branch_1,East,23-05-2024,115,7364,Credit Cards,2249025.47,2915759.07,-666733.6,60.14
Branch_20,Central,20-05-2023,56,6763,Investments,1774503.24,1596231.91,178271.33,81.94
Branch_9,Central,08-01-2023,69,5072,Loans,1980176.22,2222489.58,-242313.36,69.74
Branch_20,Central,02-03-2024,116,747,Credit Cards,741080.66,3013224.43,-2272143.77,84
Branch_15,East,01-05-2024,106,6198,Investments,3421993.63,2293081.16,1128912.47,96.56
Branch_18,North,01-05-2024,52,5771,Deposits,930999.5,2201086.11,-1270086.61,92.74
Branch_2,Central,16-12-2023,56,6832,Deposits,2554400.68,3489571.49,-935170.81,91.55
Branch_3,Central,04-07-2023,77,965,Deposits,4310258.51,2866167.2,1444091.31,64.05
Branch_14,South,16-03-2024,16,1538,Loans,3596547.81,154658.27,3441889.54,81.89
Branch_17,Central,02-07-2023,64,7146,Insurance,3017731.7,1652003.93,1365727.77,71.61
Branch_19,East,07-03-2023,40,1341,Loans,1312355.78,484563.75,827792.03,68.3
Branch_4,West,30-01-2024,50,6196,Credit Cards,2859621.98,2226604.31,633017.67,75.16
Branch_3,East,26-07-2023,35,4467,Insurance,4510356.56,976486.58,3533869.98,85.37
Branch_2,South,30-07-2024,38,5314,Investments,1178246.18,3178031.67,-1999785.49,89.71
Branch_14,West,21-08-2023,50,3537,Credit Cards,2179196.87,200475.83,1978721.04,86.85
Branch_20,West,04-05-2024,112,1737,Credit Cards,2470198.53,2764801.44,-294602.91,70.17
Branch_1,Central,10-08-2023,105,6130,Investments,4062648.18,396798.14,3665850.04,69.86
Branch_19,East,16-12-2023,61,5450,Credit Cards,1728393.61,2103989.88,-375596.27,71.42
Branch_18,West,04-04-2023,83,2688,Credit Cards,1644190.63,3614759.79,-1970569.16,79.56
Branch_13,Central,24-12-2023,61,4060,Loans,4650999.99,511284.47,4139715.52,81.42
Branch_5,South,26-07-2024,76,5373,Credit Cards,1029546.14,444699.32,584846.82,96.24
Branch_2,West,16-03-2024,38,1847,Insurance,4871351.02,3815522.85,1055828.17,91
Branch_6,East,27-04-2024,18,1481,Credit Cards,1742513.84,3752177.76,-2009663.92,63.91
Branch_14,West,15-08-2024,113,3644,Credit Cards,4235436.92,3041841.71,1193595.21,99.28
Branch_13,East,23-04-2024,97,3644,Investments,2837636.67,3702844.91,-865208.24,63
Branch_8,East,02-02-2023,67,2825,Insurance,4599640.63,881226.99,3718413.64,65.76
Branch_8,Central,10-03-2023,73,793,Investments,2822615.52,471341.87,2351273.65,74.68
Branch_18,West,04-06-2024,75,4745,Loans,4917308.17,1089211.08,3828097.09,60.81
Branch_16,West,26-04-2023,29,5656,Insurance,984584.84,184866.6,799718.24,84.77
Branch_8,South,02-04-2023,36,7894,Loans,4371081.22,774373.04,3596708.18,73.22
Branch_18,South,25-04-2023,59,5183,Loans,1840971.41,1904783.79,-63812.38,84.36
Branch_2,West,27-09-2023,119,5663,Deposits,1038068.03,3552416.59,-2514348.56,70.34
Branch_3,East,09-07-2024,99,6624,Investments,841853.14,1135535.97,-293682.83,92.01
Branch_19,South,25-05-2023,59,2465,Loans,4893675.79,520674.69,4373001.1,65.88
Branch_9,Central,28-01-2023,26,7314,Deposits,2691407.4,3226751.49,-535344.09,95.94
Branch_12,West,08-11-2023,15,1263,Investments,1853638.54,3546542.99,-1692904.45,66.11
Branch_3,West,20-02-2023,96,4530,Investments,2172774.4,3976407.7,-1803633.3,63.92
Branch_19,Central,08-03-2023,59,3546,Deposits,2891976.2,1697468.7,1194507.5,86.91
Branch_6,South,24-03-2024,52,1078,Investments,1664606.1,2770490.97,-1105884.87,87.65
Branch_19,South,24-03-2024,20,6200,Insurance,2587565.63,1955419.49,632146.14,79.84
Branch_11,Central,11-10-2023,73,5163,Investments,4293191.87,2492871.66,1800320.21,68.98
Branch_19,South,22-04-2023,84,4375,Loans,2991936.88,265857.64,2726079.24,94.07
Branch_2,South,01-03-2023,82,3274,Deposits,3398519.23,1184397.19,2214122.04,79.24
Branch_1,East,03-12-2023,66,4538,Investments,2409228.39,459594.8,1949633.59,62.6
Branch_4,East,23-03-2024,28,2892,Credit Cards,3405250.1,3671246.2,-265996.1,89.15
Branch_5,East,03-11-2023,110,4432,Investments,3387982.06,3286483.31,101498.75,78.72
Branch_3,East,06-10-2023,101,6370,Investments,1931379.22,2619097.52,-687718.3,91.27
Branch_18,West,30-10-2023,108,3486,Deposits,4010784.18,2216424.6,1794359.58,92.93
Branch_6,East,11-06-2024,76,5582,Credit Cards,2556431.4,2975874.63,-419443.23,94.76
Branch_9,Central,10-05-2023,46,3826,Credit Cards,1718384.94,3585646.4,-1867261.46,93.98
Branch_8,East,16-01-2024,70,3982,Credit Cards,885912.6,1291750.49,-405837.89,87.4
Branch_4,South,09-07-2024,113,7350,Deposits,1165908.53,2754441.85,-1588533.32,71.69
Branch_11,Central,22-06-2023,106,2390,Credit Cards,2446902.76,2309411.79,137490.97,68.64
Branch_14,Central,02-07-2023,70,5327,Insurance,4538993.65,960670.79,3578322.86,86.78
Branch_7,Central,27-08-2023,42,2367,Credit Cards,1090470.28,2657360.68,-1566890.4,88.6
Branch_5,Central,26-06-2024,17,2120,Investments,1500854.8,1792522.24,-291667.44,83.15
Branch_18,East,09-07-2024,73,4885,Investments,4288993.74,3729560.51,559433.23,76.5
Branch_8,Central,16-01-2024,27,3224,Deposits,4185119.28,925702.54,3259416.74,73.78
Branch_17,East,02-08-2024,65,5266,Credit Cards,4193337.94,2764866.02,1428471.92,95.01
Branch_8,North,02-04-2024,91,6708,Loans,1382497.15,818729.67,563767.48,97.07
Branch_16,West,03-04-2024,95,5287,Deposits,2810875.44,140585.97,2670289.47,80.23
Branch_16,North,14-08-2024,90,2369,Investments,1912363.1,455801.7,1456561.4,80.79
Branch_4,West,30-06-2024,110,6838,Investments,4096858.32,726988.49,3369869.83,61.95
Branch_5,East,07-03-2024,33,7590,Credit Cards,2660228.2,1958067.89,702160.31,81.85
Branch_6,South,11-05-2024,15,546,Credit Cards,2501551.01,3984490.97,-1482939.96,70.85
Branch_2,East,01-10-2023,65,6501,Credit Cards,2308005.82,640079.06,1667926.76,90.12
Branch_20,East,02-07-2024,59,4648,Investments,1887973.29,698988.61,1188984.68,64.6
Branch_17,West,28-08-2023,59,5404,Loans,3466729.28,2238367.25,1228362.03,87.93
Branch_2,West,27-04-2024,98,2543,Insurance,1644721.07,500461.16,1144259.91,76.39
Branch_7,West,01-07-2023,23,3464,Loans,4776670.34,1270955.53,3505714.81,68.7
Branch_9,North,08-07-2024,53,2139,Insurance,638334.44,3154010.62,-2515676.18,76.68
Branch_18,South,30-05-2024,80,928,Deposits,4513218.13,488488.86,4024729.27,75.41
Branch_10,North,25-11-2023,33,2048,Insurance,633410.42,1820759.97,-1187349.55,72.34
Branch_4,Central,02-06-2024,23,2021,Credit Cards,1914156.94,567452.71,1346704.23,60.28
Branch_15,East,31-03-2024,104,4642,Insurance,1566816.42,2422268.31,-855451.89,88.48
Branch_4,North,12-07-2023,41,5418,Investments,2211102.15,2890207.75,-679105.6,60.8
Branch_13,Central,13-07-2024,52,7170,Loans,2865612.4,3281215.64,-415603.24,82.73
Branch_11,West,05-04-2024,64,815,Deposits,3065411.54,1219550.32,1845861.22,96.6
Branch_11,Central,01-06-2023,105,2433,Deposits,3430581.31,161028.12,3269553.19,68.93
Branch_16,South,12-03-2024,15,7017,Deposits,3094249.19,1382628.55,1711620.64,92.89
Branch_1,East,25-09-2023,51,3093,Investments,2883393.65,2998506.48,-115112.83,84.99
Branch_11,Central,05-03-2023,34,4049,Deposits,2052104.69,1489436.55,562668.14,63.54
Branch_10,East,28-05-2023,51,1317,Credit Cards,1689176.85,1971402.87,-282226.02,61.27
Branch_5,South,02-06-2023,88,6847,Insurance,584953.13,3703177.36,-3118224.23,91.61
Branch_17,West,03-05-2024,37,6259,Deposits,1131604.21,2382667.73,-1251063.52,60.17
Branch_3,North,18-04-2024,56,3651,Loans,850803.98,559590.38,291213.6,96.08
Branch_3,West,22-04-2023,119,4649,Investments,4652312.58,2925760.76,1726551.82,62.99
Branch_12,North,26-04-2023,86,7229,Credit Cards,1013184.22,421656.47,591527.75,91.96
Branch_14,Central,06-02-2023,27,1681,Loans,4558811.18,2114117.04,2444694.14,85.98
Branch_17,North,01-04-2023,92,1294,Deposits,3590373.72,2686177.12,904196.6,98.06
Branch_2,West,01-01-2024,50,3333,Credit Cards,4492108.88,1066238.66,3425870.22,99.43
Branch_19,North,28-03-2024,75,7417,Investments,1337498.87,1266805.9,70692.97,67.5
Branch_2,West,28-03-2024,99,4059,Loans,2737568.95,3704050.01,-966481.06,84.59
Branch_4,Central,12-01-2023,43,1148,Insurance,2475180.09,2909961.89,-434781.8,62.8
Branch_17,South,27-05-2023,28,7749,Insurance,1726602.02,3959840.98,-2233238.96,90.05
Branch_17,South,19-07-2024,89,2765,Credit Cards,3716080.78,1339834.35,2376246.43,79.91
Branch_4,Central,10-05-2024,24,7570,Deposits,1209023.38,3016913.25,-1807889.87,74.74
Branch_9,North,17-02-2023,87,6960,Loans,4502258.07,985701.07,3516557,82.29
Branch_10,North,12-11-2023,16,2889,Credit Cards,2319998.09,2633669.94,-313671.85,73.85
Branch_1,South,22-02-2023,17,7513,Investments,3623778.92,1198892.48,2424886.44,73.88
Branch_8,North,19-02-2024,47,7421,Credit Cards,3271898.07,3832297.61,-560399.54,99.88
Branch_2,North,11-01-2024,82,3341,Credit Cards,4542292.85,895831.8,3646461.05,94.94
Branch_14,South,22-07-2023,89,5361,Credit Cards,2486519.9,408441.77,2078078.13,80.64
Branch_13,West,12-05-2024,37,5318,Loans,3401557.62,3456871.67,-55314.05,84.68
Branch_1,West,29-04-2024,97,3676,Investments,4470886.69,1853630.52,2617256.17,79.51
Branch_14,East,14-07-2023,24,1203,Loans,3711744.36,3606184.75,105559.61,98.15
Branch_8,North,24-05-2024,59,2783,Investments,3207223.86,2837849.28,369374.58,74.09
Branch_14,East,23-05-2023,48,4630,Deposits,3281536.38,424784.04,2856752.34,65.28
Branch_16,Central,23-02-2023,42,789,Deposits,2744337.22,1530393.54,1213943.68,68.97
Branch_17,South,03-04-2023,71,1312,Deposits,2500435.47,429198.03,2071237.44,85.97
Branch_11,Central,22-01-2023,78,6768,Investments,3663708.91,3499197.25,164511.66,88.91
Branch_1,North,09-05-2024,78,5916,Credit Cards,3761195.28,1581067.04,2180128.24,94.46
Branch_20,East,05-08-2024,20,2470,Insurance,997713.83,764075.91,233637.92,82.84
Branch_8,North,11-02-2024,42,5272,Deposits,4799522.21,3891689.87,907832.34,95.73
Branch_12,East,15-03-2024,101,2505,Investments,2306221.08,2064457.35,241763.73,63.01
Branch_6,Central,12-06-2024,60,2847,Investments,1010811.28,3047485.74,-2036674.46,64.04
